"Genero","Edad","Estrato","NivelEd","C1","C2","C3","C4","C5","C6","C7","C8","out"
1,38,3,3,0.628278980457741,0.372247379194839,0.284597729669375,0.308510638297872,0.514344643632529,0.567846287451151,0.492835432045159,0.618337514323763,0
1,38,3,3,0.622921118647217,0.352164878109298,0.2885521989951,0.308510638297872,0.551253024005955,0.545437627938714,0.511289622231871,0.657824646164328,0
1,38,3,3,0.591331413174765,0.33766515724831,0.292506668320824,0.313550648222815,0.583121394454438,0.523028968426276,0.529743812418584,0.697311778004893,0
1,38,3,3,0.559741707702313,0.323165436387321,0.296461137646548,0.346504559270517,0.587075863780163,0.500620308913839,0.547391601017307,0.737604137632011,0
1,38,3,3,0.528152002229862,0.308665715526332,0.300415606972272,0.379458470318218,0.591030333105887,0.478211649401402,0.564527634762112,0.778407507200595,0
1,38,3,3,0.49656229675741,0.294165994665343,0.304370076297996,0.41241238136592,0.594984802431611,0.466441287761305,0.571025370634576,0.820093530304438,0
1,38,3,3,0.464972591284958,0.279666273804355,0.308324545623721,0.445366292413622,0.598334470566342,0.463091619626574,0.569707214192668,0.864845613057078,0
1,38,3,3,0.421970330453096,0.280364121332424,0.308510638297872,0.478320203461324,0.588347497053533,0.473078593139383,0.575600148874139,0.902397101179968,0
1,38,3,3,0.375902009972436,0.284318590658148,0.308510638297872,0.511739346194405,0.56942807518144,0.491532783326096,0.615144842131381,0.906345814364025,0
1,38,3,3,0.353247235900771,0.288273059983872,0.308510638297872,0.548647726567831,0.547019415669003,0.509986973512809,0.654689535388624,0.910294527548081,0
1,38,3,3,0.338768620892564,0.292227529309596,0.311224489795918,0.582842255443211,0.524610756156566,0.528441163699522,0.694234228645866,0.914243240732138,0
1,38,3,3,0.324290005884357,0.29618199863532,0.34417840084362,0.586796724768935,0.502202096644129,0.54618199863532,0.734492277154023,0.918191953916194,0
1,38,3,3,0.30981139087615,0.300136467961045,0.377132311891322,0.590751194094659,0.479793437131692,0.563318032380125,0.775355126853173,0.922140667100251,0
1,38,3,3,0.295332775867943,0.304090937286769,0.410086222939024,0.594705663420383,0.466720426772533,0.571118416971652,0.816776254574778,0.925531914893617,0
1,38,3,3,0.280854160859736,0.308045406612493,0.443040133986725,0.598334470566342,0.463091619626574,0.569800260529744,0.861593573599653,0.915993062652916,0
1,38,3,3,0.280079903372666,0.308510638297872,0.475994045034427,0.589650145772595,0.471775944420321,0.572808758761863,0.902084237950499,0.858078602620087,0
1,38,3,3,0.284028616556722,0.308510638297872,0.509134048756281,0.57100986291173,0.490230134607034,0.612353452019106,0.906038707276223,0.800164142587259,0
1,38,3,3,0.287977329740779,0.308510638297872,0.546042429129707,0.548601203399293,0.508684324793747,0.651898145276348,0.909993176601948,0.74224968255443,0
1,38,3,3,0.291926042924835,0.308898331369022,0.582563116431983,0.526192543886856,0.52713851498046,0.69144283853359,0.913947645927672,0.684335222521602,0
1,38,3,3,0.295874756108892,0.341852242416724,0.586517585757707,0.503783884374418,0.544972396253334,0.731607840704671,0.917902115253396,0.626420762488773,0
1,38,3,3,0.299823469292948,0.374806153464425,0.590472055083432,0.481375224861981,0.562108429998139,0.772470690403821,0.92185658457912,0.565099569512837,0
1,38,3,3,0.303772182477005,0.407760064512127,0.594426524409156,0.46699956578376,0.571211463308728,0.813612679114199,0.925531914893617,0.480860354919632,0
1,38,3,3,0.307720895661061,0.440713975559829,0.598334470566342,0.463091619626574,0.56989330686682,0.858429998139073,0.920755536257056,0.401390566446778,0
1,38,3,3,0.308510638297872,0.473667886607531,0.590952794491657,0.470473295701259,0.570017368649588,0.901805098939272,0.862756652813101,0.375065811886401,0
1,38,3,3,0.308510638297872,0.506621797655232,0.572498604304944,0.488927485887972,0.60956206190683,0.905759568264996,0.804757769369146,0.349298522716715,0
1,38,3,3,0.308510638297872,0.543437131691582,0.550182991129583,0.507381676074685,0.649106755164072,0.90971403759072,0.746758885925191,0.330871194524451,0
1,38,3,3,0.308510638297872,0.580345512065008,0.527774331617145,0.525835866261398,0.688651448421314,0.913668506916444,0.688760002481236,0.312443866332187,0
1,38,3,3,0.339480937780668,0.58623844674648,0.505365672104708,0.543762793871348,0.728723404255319,0.917622976242169,0.63076111903728,0.294016538139924,0
1,38,3,3,0.372386880981139,0.590192916072204,0.482957012592271,0.560898827616153,0.769586253954469,0.921577445567893,0.571521617765647,0.276828021926972,0
1,38,3,3,0.40529282418161,0.594147385397928,0.467278704794988,0.571304509645804,0.810449103653619,0.925531914893617,0.487159605483531,0.284725448295085,0
1,38,3,3,0.438198767382081,0.598101854723652,0.463324235469264,0.569986353203896,0.855266422678494,0.924849575088394,0.403479933006637,0.291786676577163,0
1,38,3,3,0.471104710582551,0.592255443210719,0.469170646982197,0.568668196761987,0.900083741703368,0.866850691644439,0.377116804168476,0.275991823840937,0
1,38,3,3,0.504010653783022,0.573801253024006,0.48762483716891,0.606770671794554,0.905480429253768,0.808851808200484,0.350753675330314,0.260196971104711,0
1,38,3,3,0.540493666573756,0.551764778859872,0.506079027355623,0.646315365051796,0.909434898579493,0.750852924756529,0.332206438806526,0.23659760289882,0
1,38,3,3,0.577348322958283,0.529356119347435,0.524533217542336,0.685860058309038,0.913389367905217,0.692854041312574,0.313752248619813,0.212905323794481,0
1,38,3,3,0.585942581064759,0.506947459834998,0.542553191489362,0.725838967805967,0.917343837230941,0.634855157868619,0.2952980584331,0.189213044690142,0
1,38,3,3,0.589891294248815,0.484538800322561,0.559689225234167,0.766701817505118,0.921298306556665,0.576856274424663,0.276843868246387,0.165520765585803,0
1,38,3,3,0.593840007432872,0.467557843806216,0.57139755598288,0.807564667204268,0.925252775882389,0.493114571056386,0.284132497983996,0.128666109201276,0
1,38,3,3,0.597788720616928,0.463603374480491,0.570079399540971,0.852102847217915,0.925531914893617,0.40875255877427,0.292041436635444,0.0918114528167487,0
1,38,3,3,0.593530304438044,0.467867998263135,0.568761243099063,0.896920166242789,0.870944730475777,0.378977730909993,0.277340115377458,0.0848121651336368,0
1,38,3,3,0.57510297624578,0.486322188449848,0.603979281682278,0.905201290242541,0.812945847031822,0.352614602071832,0.261522238074561,0.0848121651336368,0
1,38,3,3,0.553423766607823,0.504776378636561,0.64352397493952,0.909155759568265,0.754946963587867,0.333509087525588,0.238446746479747,0.0848121651336368,0
1,38,3,3,0.531047725231503,0.523230568823274,0.683068668196762,0.913110228893989,0.696948080143912,0.315054897338875,0.214719930525402,0.0848121651336368,0
1,38,3,3,0.508671683855183,0.541343589107376,0.722954531356616,0.917064698219713,0.638949196699957,0.296600707152162,0.190993114571056,0.0848121651336368,0
1,38,3,3,0.486295642478863,0.55847962285218,0.763817381055766,0.921019167545438,0.580950313256001,0.278146516965449,0.167266298616711,0.0848121651336368,0
1,38,3,3,0.468038650933755,0.571490602319955,0.804680230754916,0.924973636871162,0.499069536629241,0.283574219961541,0.131443458842504,0.105748087584007,0
1,38,3,3,0.464089937749698,0.570172445878047,0.848939271757335,0.925531914893617,0.414707524347125,0.291483158612989,0.0945350784690776,0.13602155532844,0
1,38,3,3,0.466505621109356,0.568854289436139,0.893756590782209,0.875038769307115,0.38083865765151,0.278456671422368,0.0847652130761119,0.160100963176314,0
1,38,3,3,0.48493294930162,0.601187891570002,0.904922151231313,0.81703988586316,0.354475528813349,0.262638794119471,0.0847652130761119,0.177212053640559,0
1,38,3,3,0.503360277493883,0.640732584827244,0.908876620557037,0.759041002419205,0.33481173624465,0.240121580547112,0.0847652130761119,0.194323144104803,0
1,38,3,3,0.521787605686147,0.680277278084486,0.912831089882762,0.70104211897525,0.316357546057937,0.216394764592767,0.0847652130761119,0.211434234569048,0
1,38,3,3,0.539967171482548,0.720070094907264,0.916785559208486,0.643043235531295,0.297903355871224,0.192667948638422,0.0847652130761119,0.230449998451485,0
1,38,3,3,0.557078261946793,0.760932944606414,0.92074002853421,0.58504435208734,0.279449165684511,0.168941132684077,0.0847652130761119,0.251509802099786,0
1,38,3,3,0.571587847254483,0.801795794305564,0.924694497859934,0.505024502202097,0.283015941939086,0.134048756280628,0.103389988214131,0.265121248722475,0
1,38,3,3,0.570271609526464,0.845775696296756,0.925531914893617,0.42066248991998,0.290924880590534,0.0971403759072018,0.133707586378016,0.265167704171699,0
1,38,3,3,0.568955371798445,0.89059301532163,0.879132808138453,0.382699584393028,0.279573227467279,0.0847652130761119,0.15875255877427,0.263851466443681,0
1,38,3,3,0.59836167115736,0.904643012220086,0.821133924694498,0.356336455554866,0.263755350164382,0.0847652130761119,0.175888592519074,0.262535228715662,0
1,38,3,3,0.637848802997925,0.90859748154581,0.763135041250543,0.336114384963712,0.241796414614478,0.0847652130761119,0.193024626263879,0.261218990987643,0
1,38,3,3,0.67733593483849,0.912551950871534,0.705136157806588,0.317660194776999,0.218069598660133,0.0847652130761119,0.210160660008684,0.259902753259624,0
1,38,3,3,0.716962433026727,0.916506420197258,0.647137274362633,0.299206004590286,0.194342782705787,0.0847652130761119,0.228878481483779,0.257007030257983,0
1,38,3,3,0.757765802595311,0.920460889522982,0.589138390918677,0.280751814403573,0.170615966751442,0.0847652130761119,0.249968984554308,0.24523831645452,0
1,38,3,3,0.798569172163895,0.924415358848707,0.510979467774952,0.28245766391663,0.136654053718752,0.101249922461386,0.264809875317908,0.230759701446313,0
1,38,3,3,0.842206324135154,0.925531914893617,0.426617455492835,0.290366602568079,0.099745673345326,0.131567520625271,0.265290614726134,0.219749759980179,0
1,38,3,3,0.886958406887795,0.883226846969791,0.384560511134545,0.280689783512189,0.0847652130761119,0.157542956392283,0.263972458284226,0.210536095884047,0
1,38,3,3,0.904348230047385,0.825227963525836,0.358197382296384,0.264871906209292,0.0847652130761119,0.174678990137088,0.262654301842317,0.201322431787915,0
1,38,3,3,0.908296943231441,0.767229080081881,0.337417033682774,0.243471248681844,0.0847652130761119,0.191815023881893,0.261336145400409,0.192108767691784,0
1,38,3,3,0.912245656415497,0.709230196637926,0.318962843496061,0.219744432727498,0.0847652130761119,0.208951057626698,0.260017988958501,0.176019697110471,0
1,38,3,3,0.916194369599554,0.651231313193971,0.300508653309348,0.196017616773153,0.0847652130761119,0.227389740090565,0.257397183797531,0.158908606646226,0
1,38,3,3,0.92014308278361,0.593232429750015,0.282054463122635,0.172290800818808,0.0847652130761119,0.248480243161094,0.246371192854041,0.14754250673604,0
1,38,3,3,0.924091795967667,0.516934433347807,0.281899385894175,0.139259351156876,0.0991098567086409,0.264530736306681,0.231871471993053,0.139645080367927,0
1,38,3,3,0.925531914893617,0.432572421065691,0.289808324545624,0.10235097078345,0.129427454872527,0.265383661063209,0.220473295701259,0.131747653999814,0
1,38,3,3,0.887376505930812,0.386421437876062,0.281806339557099,0.0847652130761119,0.156333354010297,0.264065504621301,0.211246200607903,0.123850227631701,0
1,38,3,3,0.829462045897984,0.360058309037901,0.265988462254203,0.0847652130761119,0.173469387755102,0.262747348179393,0.202019105514546,0.122549475053424,0
1,38,3,3,0.771547585865155,0.338719682401836,0.245146082749209,0.0847652130761119,0.190605421499907,0.261429191737485,0.19279201042119,0.122549475053424,0
1,38,3,3,0.713633125832327,0.320265492215123,0.221419266794864,0.0847652130761119,0.207741455244712,0.260111035295577,0.17733081074375,0.128774505249466,0
1,38,3,3,0.655718665799498,0.30181130202841,0.197692450840519,0.0847652130761119,0.225900998697351,0.257769369145835,0.160194776998945,0.136671931617579,0
1,38,3,3,0.59780420576667,0.283357111841697,0.173965634886173,0.0847652130761119,0.24699150176788,0.247394702561876,0.148160784070467,0.144569357985692,0
1,38,3,3,0.523475487007959,0.28134110787172,0.141864648595,0.096969790955896,0.264251597295453,0.232894981700887,0.140251845419019,0.152466784353805,0
1,38,3,3,0.439236272414754,0.289250046523169,0.104956268221574,0.127287389119782,0.265476707400285,0.22112462006079,0.13234290676757,0.168788132181238,0
1,38,3,3,0.388383040664003,0.28292289560201,0.0847652130761119,0.155123751628311,0.264158550958377,0.211897524967434,0.124433968116122,0.187215460373502,0
1,38,3,3,0.362058286103627,0.267105018299113,0.0847652130761119,0.172259785373116,0.262840394516469,0.202670429874077,0.122479995037529,0.199696491065069,0
1,38,3,3,0.340193254668773,0.246820916816575,0.0847652130761119,0.189395819117921,0.261522238074561,0.193443334780721,0.122479995037529,0.210226392889219,0
1,38,3,3,0.321765926476509,0.223094100862229,0.0847652130761119,0.206531852862726,0.260204081632653,0.178540413125737,0.128155821599156,0.22075629471337,0
1,38,3,3,0.303338598284245,0.199367284907884,0.0847652130761119,0.224412257304137,0.258141554494138,0.161404379380932,0.136064760250605,0.24900120784168,0
1,38,3,3,0.284911270091982,0.175640468953539,0.0847652130761119,0.245502760374667,0.24841821226971,0.148719062092922,0.143973698902053,0.29375329059432,0
1,38,3,3,0.280730279661804,0.144469946033124,0.0948297252031512,0.263972458284226,0.233918491408722,0.140810123441474,0.151882637553502,0.33850537334696,0
1,38,3,3,0.288627706029917,0.107561565659699,0.125147323367037,0.265569753737361,0.221775944420321,0.132901184790025,0.167359344953787,0.375700703025798,0
1,38,3,3,0.283982161107498,0.0847652130761119,0.153914149246325,0.264251597295453,0.212548849326965,0.124992246138577,0.1858135351405,0.409922883954288,0
1,38,3,3,0.268187308371272,0.0847652130761119,0.17105018299113,0.262933440853545,0.203321754233608,0.122479995037529,0.198871037776813,0.444145064882777,0
1,38,3,3,0.248583108798662,0.0847652130761119,0.188186216735934,0.261615284411637,0.194094659140252,0.122479995037529,0.209416289312077,0.472653225556691,0
1,38,3,3,0.224890829694323,0.0847652130761119,0.205322250480739,0.260297127969729,0.179750015507723,0.127597543576701,0.219961540847342,0.495029266933011,0
1,38,3,3,0.201198550589984,0.0847652130761119,0.222923515910924,0.258513739842442,0.162613981762918,0.13550648222815,0.245425221760437,0.502508594258106,0
1,38,3,3,0.177506271485645,0.0847652130761119,0.244014018981453,0.249441721977545,0.149277340115377,0.143415420879598,0.290242540785311,0.490662454705937,0
1,38,3,3,0.147310229489919,0.0926896594504063,0.263693319272998,0.234942001116556,0.141368401463929,0.151324359531046,0.335059859810185,0.478816315153768,0
1,38,3,3,0.110455573105392,0.123007257614292,0.265662800074437,0.222427268779852,0.133459462812481,0.166056696234725,0.37305378078283,0.466970175601598,0
1,38,3,3,0.0848121651336368,0.152704546864338,0.264344643632529,0.213200173686496,0.125550524161032,0.184510886421438,0.40732584827244,0.462185264331506,0
1,38,3,3,0.0848121651336368,0.169840580609143,0.263026487190621,0.203973078593139,0.122479995037529,0.198126667080206,0.441597915762049,0.466133977515563,0
1,38,3,3,0.0848121651336368,0.186976614353948,0.261708330748713,0.194745983499783,0.122479995037529,0.20867191861547,0.47112462006079,0.474821146520487,0
1,38,3,3,0.0848121651336368,0.204112648098753,0.260390174306805,0.180959617889709,0.127039265554246,0.219217170150735,0.493533279573227,0.490615999256713,0
1,38,3,3,0.0848121651336368,0.22143477451771,0.258885925190745,0.163823584144904,0.134948204205694,0.242261646299857,0.503442714471807,0.506410851992939,0
1,38,3,3,0.0848121651336368,0.242525277588239,0.250465231685379,0.149835618137833,0.142857142857143,0.287078965324732,0.491579306494634,0.493620118306544,0
1,38,3,3,0.0904332744897643,0.26341418026177,0.235965510824391,0.141926679486384,0.150766081508591,0.331896284349606,0.479715898517462,0.47519279011428,0
1,38,3,3,0.120706742234197,0.265755846411513,0.223078593139383,0.134017740834936,0.164754047515663,0.370634576018857,0.467852490540289,0.456765461922017,0
1,38,3,3,0.15098020997863,0.264437689969605,0.213851498046027,0.126108802183487,0.183208237702376,0.404906643508467,0.46175795546182,0.432577658025953,0
1,38,3,3,0.168555854935117,0.263119533527697,0.20462440295267,0.122479995037529,0.197382296383599,0.439178710998077,0.465712424787544,0.398355477097464,0
1,38,3,3,0.185666945399362,0.261801377085789,0.195397307859314,0.122479995037529,0.207927547918864,0.469542832330501,0.473574840270455,0.364133296168974,0
1,38,3,3,0.202778035863607,0.260483220643881,0.182169220271695,0.126480987531791,0.218472799454128,0.491951491842938,0.489392717573352,0.34149400724705,0
1,38,3,3,0.219889126327852,0.259165064201973,0.16503318652689,0.134389926183239,0.239098070839278,0.50428013150549,0.505210594876248,0.321750441326768,0
1,38,3,3,0.240856019077704,0.251488741393214,0.150393896160288,0.142298864834688,0.283915389864152,0.492416723528317,0.495223621363439,0.327774164576171,0
1,38,3,3,0.261915822726006,0.236989020532225,0.142484957508839,0.150207803486136,0.328732708889027,0.480553315551144,0.476769431176726,0.34504010653783,0
1,38,3,3,0.265833565610579,0.223729917498914,0.134576018857391,0.163451398796601,0.368215371254885,0.468689907573972,0.458315240990013,0.375313574282263,0
1,38,3,3,0.264517327882561,0.214502822405558,0.126667080205943,0.181905588983314,0.402487438744495,0.461478816450592,0.435208733949507,0.405587042026696,0
1,38,3,3,0.263201090154542,0.205275727312201,0.122479995037529,0.196637925686992,0.436759506234105,0.465433285776317,0.400936666459897,0.43586050977113,0
1,38,3,3,0.261884852426523,0.196048632218845,0.122479995037529,0.207183177222257,0.467961044600211,0.472458284225544,0.366664598970287,0.466133977515563,0
1,38,3,3,0.260568614698504,0.183378822653682,0.125922709509336,0.217728428757521,0.490369704112648,0.488276161528441,0.342798213510328,0.486016909783518,0
1,38,3,3,0.259252376970485,0.166242788908877,0.133831648160784,0.235934495378699,0.505117548539172,0.504094038831338,0.323025866881707,0.501254297129053,0
1,38,3,3,0.252562792282201,0.150952174182743,0.141740586812232,0.280751814403573,0.493254140562,0.496526270082501,0.32663916630482,0.513100436681223,0
1,38,3,3,0.238084177273994,0.143043235531295,0.149649525463681,0.325569133428447,0.481390732584827,0.478072079895788,0.342627628559022,0.523460001858218,0
1,38,3,3,0.22441079005234,0.135134296879846,0.162148750077539,0.365796166490912,0.469527324607655,0.459617889709075,0.372945226722908,0.519511288674162,0
1,38,3,3,0.215197125956208,0.127225358228398,0.180602940264252,0.400068233980522,0.461199677439365,0.437627938713479,0.403262824886794,0.515562575490105,0
1,38,3,3,0.205983461860076,0.122479995037529,0.195893554990385,0.434340301470132,0.465154146765089,0.40335587122387,0.433580423050679,0.511613862306049,0
1,38,3,3,0.196769797763944,0.122479995037529,0.20643880652565,0.466379256869921,0.471341728180634,0.36908380373426,0.463898021214565,0.508222614512682,0
1,38,3,3,0.184675895815913,0.12536443148688,0.216984058060914,0.488787916382358,0.487159605483531,0.344193908566466,0.484833447056634,0.509538852240701,0
1,38,3,3,0.167564805351668,0.133273370138329,0.232770919918119,0.505954965572855,0.502977482786428,0.324421561937845,0.500418708516841,0.508702654154666,0
1,38,3,3,0.151537675369321,0.141182308789777,0.277588238942994,0.494091557595683,0.497828918801563,0.325615656596985,0.512282116494014,0.485010375050327,0
1,38,3,3,0.143640249001208,0.149091247441226,0.322405557967868,0.48222814961851,0.47937472861485,0.340487562806278,0.523773339122883,0.461318095945988,0
1,38,3,3,0.135742822633095,0.160846101358477,0.36337696172694,0.470364741641337,0.460920538428137,0.370805160970163,0.519818869797159,0.437625816841649,0
1,38,3,3,0.127845396264982,0.17930029154519,0.39764902921655,0.460920538428137,0.440047143477452,0.401122759134049,0.515864400471435,0.41393353773731,0
1,38,3,3,0.122549475053424,0.195149184293778,0.43192109670616,0.464875007753861,0.405775075987842,0.431440357297934,0.511909931145711,0.390241258632971,0
1,38,3,3,0.122549475053424,0.205694435829043,0.464797469139632,0.470225172135724,0.371503008498232,0.46175795546182,0.508079523602754,0.366920623122426,0
1,38,3,3,0.124779336616185,0.216239687364307,0.487206128652069,0.48604304943862,0.345589603622604,0.483716891011724,0.509397680044662,0.348493294930162,0
1,38,3,3,0.132676762984298,0.22960734445754,0.506792382606538,0.501860926741517,0.325817256993983,0.499534768314621,0.51071583648657,0.330065966737898,0
1,38,3,3,0.140574189352411,0.274424663482414,0.494928974629365,0.499131567520625,0.324592146889151,0.511444699460331,0.486942497363687,0.340595868562049,0
1,38,3,3,0.148471615720524,0.319241982507289,0.483065566652193,0.480677377333912,0.33909186775014,0.523308107437504,0.463215681409342,0.3511257703862,0
1,38,3,3,0.159466072036917,0.360957756962968,0.47120215867502,0.462223187147199,0.368665095217418,0.520098008808387,0.439488865454997,0.36165567221035,0
1,38,3,3,0.17789340022918,0.395229824452577,0.46064139941691,0.442466348241424,0.398982693381304,0.516143539482662,0.415762049500651,0.372139118585277,0
1,38,3,3,0.194369599554028,0.429501891942187,0.464595868742634,0.408194280751814,0.42930029154519,0.512189070156938,0.392035233546306,0.378720307225371,0
